0.4 0.1; 90.0 59.999999999999986 29.999999999999993 29.999999999999993 -29.999999999999993; 0.1 0.1 0.1 0.1 0.1
0.4 0.1; 89.13034963256688 59.4015187680542 52.45079714795514 28.200953554824917 -17.983947549615483; 0.10297989537851454 0.12118227592892555 0.10129772940730829 0.1002190921417009 0.11178931978335281
0.4 0.1; 88.66941253373213 57.78923428868988 70.30475160252355 28.341831453289632 -22.50244566382761; 0.10309692214527111 0.12110263406068791 0.10130384656145557 0.10022874316421078 0.11225947567176829
0.4 0.1; 89.09957784690205 50.60761227158174 70.93083166180571 17.676521561276815 -22.499048451306336; 0.1030854536821006 0.12027769401945938 0.10130704710946904 0.101169165376262 0.11272550179763668
0.4 0.1; 80.32141545686221 51.40928185433927 78.46351798616782 16.914129832616833 -25.261993097377413; 0.11062670003452492 0.12194839253335481 0.10567783405807749 0.10426915857108973 0.12094491745665846
0.4 0.1; 79.22471345065813 61.1586187488391 78.76764939296666 6.92110487404947 -26.039402559664737; 0.13496203359416234 0.12457603907355387 0.11451154440354663 0.11193651677678121 0.12828499263316842
0.4 0.1; 74.28556668190048 57.720553484473946 88.542338687969 -2.221366048180565 -12.132901684845793; 0.11370297907847536 0.1262136763109883 0.11640917129312756 0.10979247295633579 0.1338232961160355
0.4 0.1; 72.24587586550672 69.67579592621745 90.06646260641877 -2.6391233495452306 -14.621922536087045; 0.11952612389640051 0.11734301912432615 0.11470865632956267 0.11065095141118135 0.13427189922639257
0.4 0.1; 73.44168356990215 70.81756592133131 90.20495704677474 -19.147774304653456 -9.586059945986122; 0.11981348935542227 0.12292162539747338 0.11479006139796397 0.11065095804739908 0.1286091764567104
0.4 0.1; 73.53153947605021 73.26903084619411 90.19815484549923 -41.54242732535127 -7.58295804004535; 0.12040268105171623 0.12238902588059448 0.11309497794438175 0.1106535413845658 0.12884860088055416
0.4 0.1; 73.53205875539787 73.27196869786003 90.88331897125401 -55.45920938954076 -36.441937833284484; 0.12034293114232589 0.12185955025044173 0.1179984204658658 0.11074491047760769 0.12844815273417584
0.4 0.1; 75.51069213346973 76.54303864573053 90.58412163514842 -57.38474043320051 -35.76843677108094; 0.12044352956133512 0.12185556893777662 0.1179978596626163 0.11070460386123135 0.12648280816626967
0.4 0.1; 69.37934523752814 78.05317731634499 103.46108416032921 -59.6328120866416 -51.40291961028017; 0.12251537236390232 0.12663632925457624 0.11791033190364604 0.10761104243363422 0.12378156672877297
0.4 0.1; 67.25877008727748 84.85956530889027 101.41926037503627 -59.259632519673374 -61.73504968180199; 0.12205781215352687 0.11831304970304135 0.11790325832148167 0.11947957495726777 0.12379473060951775
0.4 0.1; 67.191262832162 85.87179612786093 94.74458749629804 -68.22562246689131 -63.270091019479004; 0.12205999408592036 0.1193784871894992 0.11802324383476012 0.11949462060079927 0.12375879336063002
0.4 0.1; 65.53115289788838 80.61338131173088 90.07234491393137 -70.04907445312362 -64.48645837581266; 0.12252628622317659 0.12026651759826788 0.11714065540626285 0.11830714463313358 0.1234677248570805
0.4 0.1; 77.61838044352561 80.54771864158313 85.23771034656366 -73.2553013145453 -64.45345043802493; 0.11811316272053586 0.11919928650879684 0.1143257793651927 0.12061638150773882 0.11430632455973862
0.4 0.1; 80.52774527357644 82.23284706549953 73.38037518627222 -89.50773974044282 -68.05926592362302; 0.1161964203189674 0.14452772098299455 0.10563204877319281 0.10347689767566896 0.11604619236348931
0.4 0.1; 94.45998651262636 85.67234511744084 54.38661398239751 -89.4912640704047 -70.29203981814584; 0.1172905006641162 0.14308390720275332 0.1076688847379813 0.10762514521987127 0.11358947070792107
0.4 0.1; 94.45991524208979 85.66592062277572 42.7584215787131 -86.66315758142218 -71.23578749447235; 0.11230184994984257 0.14308676552235974 0.1077466409166998 0.10763265273391304 0.11315230283681355
0.4 0.1; 92.14900709687164 94.58791986195598 24.94089258093777 -87.56699914519595 -74.49774572411287; 0.10590150107926867 0.14326114387136543 0.1077916685493992 0.10440871050532413 0.10798812890987325
0.4 0.1; 92.2183637384172 93.59673013336766 7.501659346464882 -87.56340640442328 -85.3770312272589; 0.10975871278728196 0.13410100376537185 0.11471979816590083 0.1071636083208241 0.10796190399628432
0.4 0.1; 93.49952301050097 95.36943726374341 -5.06697284594068 -97.7965318087843 -74.87118998111092; 0.10990224038088713 0.11628686357430634 0.11309393426488207 0.11343966471823401 0.10034760679357389
0.4 0.1; 87.62983633536491 91.75150617996988 -6.730413200108688 -122.45813401304574 -74.3777389701556; 0.09977558831092748 0.11616099492488291 0.11304867771458067 0.11034472156615298 0.10301261136363252
0.4 0.1; 86.10813458636919 91.53530589435005 -5.319382598199181 -123.51041222810491 -48.5693532353244; 0.09977478653621652 0.12359897280089398 0.11280187779940955 0.1043955167104717 0.12385110839662793
0.4 0.1; 76.23503906314245 103.00085761933695 -3.2711899694925504 -124.41557798425708 -37.324693013604154; 0.12495535416011977 0.12472221079559169 0.11282409632423826 0.10091202102386662 0.12302183090760364
0.4 0.1; 75.2388397403846 114.72495407681512 -9.959044494616407 -128.0197987013608 -36.964846213260635; 0.12488617068731761 0.12422440313373526 0.11094552144186706 0.10081867419550533 0.12380899741080457
0.4 0.1; 62.357366698341465 127.24102222558498 -14.612794149085637 -128.13886102178947 -48.602859536757855; 0.12662068349267736 0.11621172359699634 0.10927374064160099 0.09604823362585935 0.0962963244717996
0.4 0.1; 66.71841889032949 129.44919587840187 -28.971066485844634 -128.10355073727885 -51.933269700937615; 0.1278887190976417 0.11608288789728283 0.10915764530077285 0.11915203642265651 0.0920932448424114
0.4 0.1; 69.66223822633782 126.11370963070087 -29.900845118705554 -119.53061640445026 -55.68156443333691; 0.12657037071330315 0.11327049659468054 0.09618887292196325 0.1155713596815316 0.09230175309838752
0.4 0.1; 65.11192843325888 127.37980334179143 -49.21645403580303 -119.57066967569882 -69.62583295800832; 0.1265135687847584 0.11281939910214848 0.09691162812828508 0.11555083784890204 0.09223920094200386
0.4 0.1; 59.05431934169116 126.39358279406949 -49.54738225775063 -101.05107896833653 -77.75926889958973; 0.12532114016806883 0.11282699611030794 0.09898236379939561 0.113375216159103 0.09201438991604029
0.4 0.1; 54.96886370522495 126.41618250805848 -55.11249876727654 -100.21583127471463 -92.28240062002428; 0.13200437466837528 0.11305188679528372 0.10387281076056402 0.11324025846535067 0.09213431581648293
0.4 0.1; 56.557197753014165 111.97154577445095 -72.689608951052 -94.66774388485629 -89.86165499993288; 0.13764540829061417 0.10876869313411615 0.10370571804157004 0.10817351762302235 0.09208902923711414
0.4 0.1; 56.026599060973865 115.99970535053583 -78.41457315145725 -91.59209333224838 -89.8270088889833; 0.12016407603155599 0.10733038779325109 0.10323658329385911 0.10800501956450345 0.09190307473848527
0.4 0.1; 56.00000184190998 116.46595224679974 -82.9940428790226 -89.82701758765933 -87.90350735825807; 0.12063075034140387 0.10200455210203144 0.09905919080099909 0.10626381501155473 0.09181220492376585
0.4 0.1; 55.99684197139374 114.60584502058747 -112.38257782591333 -86.42639610633583 -82.70059007360739; 0.11810126538870222 0.10133320715058426 0.0918364496023911 0.1033765222757787 0.10462536704824152
0.4 0.1; 52.697685673476364 108.93836773984589 -114.76768974068884 -73.70940788277203 -85.48935816449787; 0.11824189813146664 0.11129192642585511 0.09593325686489694 0.10349146554648236 0.10244111857238943
0.4 0.1; 52.61021428423362 107.18714904932531 -122.61830129142113 -48.78295049123497 -85.2639144025622; 0.11824085706000143 0.11036717995044237 0.11937095765386632 0.10462329766705178 0.10114108051293534
0.4 0.1; 66.47935204891506 103.86210556733184 -131.55175618811737 -40.64807908954827 -84.22312363188087; 0.11355510736329195 0.11053586737967146 0.1193296637000408 0.10056279793888483 0.11561698975126965
0.4 0.1; 65.85390193680216 92.34413582245149 -132.30024505511128 -28.063199945511418 -74.41511867814457; 0.1135336970525799 0.11041771121902968 0.11632251341659415 0.10091338125912269 0.11361613432728863
0.4 0.1; 67.32386091097884 75.75048699778576 -133.69173824686314 -16.511088609442613 -80.20996540967386; 0.11534377409326395 0.10933708711037335 0.11758334072320845 0.10080629739536573 0.11234356716557178
0.4 0.1; 64.69414012855475 63.48636810706598 -128.20005017757546 -16.614703312487112 -80.73660023219841; 0.12002070434618728 0.09966483541673206 0.10976219018967995 0.1003805260132736 0.11087647231917803
0.4 0.1; 61.43915620471014 58.17782930088514 -130.72475314047188 -13.575565979665537 -77.6996567331775; 0.12056643771550996 0.09949207916318506 0.10962328852792957 0.1004878010381975 0.1103584229444528
0.4 0.1; 61.480800818640425 53.78735133856225 -126.01237857842315 15.707175985617042 -81.180950553411; 0.12040397980102405 0.09330689754747494 0.10881424018126423 0.09563825507340903 0.114459274325196
0.4 0.1; 60.72639660947878 34.965809002185075 -125.30808139007617 15.694636601906465 -74.94861560568022; 0.11773016308943662 0.09963029182084014 0.10892930533736056 0.09452098368252873 0.11522254707562862
0.4 0.1; 61.49733384966763 29.395523262611313 -120.19091382625405 16.447313169068828 -50.27685845361134; 0.1176418432167276 0.09973422529088541 0.10994973452287195 0.09444621626274707 0.11535292330579386
0.4 0.1; 61.527769523846764 29.193067638717675 -121.08369032872702 19.238026255336973 -11.737345616057812; 0.1179543963961136 0.09953124788347566 0.10980571242247718 0.09433972103769568 0.1248179265634642
0.4 0.1; 57.492823128470114 11.972647635841481 -110.79558113306334 20.70760862036268 -9.088281204774075; 0.1180996983903845 0.09972107021143643 0.10974227688276242 0.09433912695086591 0.12554697631209505
0.4 0.1; 57.36423725371924 9.960568534841386 -96.83714857106767 19.813351251911058 16.01806258374213; 0.11834968619010205 0.09971861823123036 0.11098370043876946 0.09438096291768688 0.12554709355723126
0.4 0.1; 56.70561639373807 10.115788213515158 -95.92482410225965 20.25410659500424 48.59053811993584; 0.11832086363867599 0.09935120620207176 0.11109255225519439 0.09426412321906588 0.12668118542207557
0.4 0.1; 49.89211446092696 7.525502568450427 -66.78011555753739 19.64434644354019 51.03137583562754; 0.116622219999064 0.11522175905898295 0.11103090955284002 0.1023486177292753 0.11566836972085721
0.4 0.1; 49.69843121259921 -8.057757619614614 -51.765855465581765 19.887239098918794 63.39853588875467; 0.11383759619927397 0.12560920788142377 0.10123736615583959 0.10311764641313358 0.11982486642551766
0.4 0.1; 62.52868727260586 -19.555501028947322 -51.63717162902194 35.813169411208364 59.25828865047781; 0.1129088169062206 0.1264780198080688 0.10155651979340267 0.11165037834625736 0.12479279128233603
0.4 0.1; 58.89296889190573 -23.089198709505617 -50.54181689056372 36.40327950946704 58.696780898789086; 0.11340005894307974 0.12664502236965047 0.10172052589671186 0.11157588248327795 0.12178785760653366
0.4 0.1; 40.95068050485911 -25.130535258837554 -42.00129244932638 44.56424525156879 55.09128320428453; 0.11414899898009606 0.12668139706812045 0.10264581117003548 0.12883213956997155 0.12846406394891052
0.4 0.1; 41.04966486626708 -34.07797945949198 -19.826577724291525 32.721364448691766 54.6822687456312; 0.11411893896228424 0.1247504587757232 0.11040649422026926 0.13150633487656666 0.12838875177564762
0.4 0.1; 37.01912877122693 -34.07940586930227 17.67497331261424 31.129924945458047 55.48954606319095; 0.1142094213934548 0.12455520777598936 0.11092052046039254 0.13143897647200606 0.1284869782788151
0.4 0.1; 35.72737516923191 -52.48296286123889 24.34930853408095 22.11700892471477 57.686885208564135; 0.11421435051954947 0.12238785799367494 0.11087283124149228 0.132002821392403 0.1284735406689177
0.4 0.1; 34.886351924705835 -48.54911424798117 40.09675300533614 10.913658166432365 56.01909367198375; 0.11028833661294515 0.1224804686072345 0.11126660637213771 0.13209308684660817 0.1334950228307974
0.4 0.1; 30.282419818577985 -32.815350725150495 40.08126714324623 10.446912055440643 55.920723472482045; 0.11514496269976053 0.12367338030870775 0.11128701327269447 0.1354967336791147 0.11872025356337113
0.4 0.1; 29.934982997666697 -32.48031223122327 41.6658014410813 -7.8714916529977605 55.03454156178015; 0.11623829158607474 0.11651859827098146 0.0950088924232869 0.13500846531055097 0.14441462970580923
0.4 0.1; 26.27292344027205 -23.838534824459845 49.762037922094606 -16.50074036214245 55.60849603121748; 0.1160259286443343 0.11950962789456501 0.09510089930476602 0.1341907750629086 0.14466598237995087
0.4 0.1; 26.195259358606148 -22.568170401911974 73.45599620313939 -16.596524321089444 54.88613046624541; 0.11602765463991664 0.12122236050103316 0.09508896444700929 0.13417245927018387 0.14572452774390227
0.6499999999999999 0.49999999999999994; -64.62730869501048 -54.88613046624541 16.596524321089444 -73.45599620313939 22.568170401911974; 0.14572452774390227 0.13417245927018387 0.09508896444700929 0.12122236050103316 0.11602765463991664
0.6499999999999999 0.49999999999999994; -64.52050659738697 -55.10682182114655 16.309720655479005 -71.78320131663762 25.733722015178255; 0.1290913970375648 0.13365632366061958 0.09532392655114318 0.11872885702973554 0.1187246712550189
0.6499999999999999 0.49999999999999994; -64.62195628090623 -54.904386974740454 -16.740665226728193 -68.4750448333688 26.809408163134655; 0.1290731375347931 0.13369010529708544 0.09389667815834082 0.11863670640453268 0.11866003634780467
0.6499999999999999 0.49999999999999994; -64.57812132932922 -54.226935159651326 -38.257822764835616 -46.28612331879655 26.806778373394646; 0.1280135637602476 0.1334358569747234 0.0956488562767835 0.11878974906802113 0.11863882447665648
0.6499999999999999 0.49999999999999994; -49.652345735974656 -53.67333707082145 -46.952489426965826 -46.28834637784091 33.948230216387124; 0.12784251460099574 0.13343573629476568 0.09473735922110342 0.11873881465501718 0.11968308792047007
0.6499999999999999 0.49999999999999994; -39.07881473663819 -51.49164131437916 -46.920428076990184 -46.527920197175845 44.043230464015075; 0.12786662629578077 0.1357243774547971 0.09206968425069537 0.11188470545163791 0.1316138302413542
0.6499999999999999 0.49999999999999994; -25.216772943147173 -51.52793683626266 -47.62957515675141 -65.27548627613803 49.38355156611467; 0.1289647324293212 0.10675143900150422 0.10217404856076957 0.11227418418656011 0.1189985890728042
0.6499999999999999 0.49999999999999994; -22.485619568973785 -51.364640827111124 -57.85646910456552 -66.440068922584 48.495133617582255; 0.12833591319385756 0.10853031352283543 0.10399734570912644 0.1120888822560077 0.11937511225622893
