0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.2 0.2 0.2 0.2
0.5 0.3; 30.160814187403748 28.83330929308783 28.885822811392224 -59.957007784790456; 0.18948113936100056 0.19367020661763348 0.18888721673088146 0.19378762066236613
0.5 0.3; 30.16958285424837 29.883856667948752 27.413705753880638 -59.94495604013025; 0.18937591497853914 0.1936137633599155 0.18889197194028676 0.19369736271036395
0.5 0.3; 30.0481375235421 35.608201520738334 27.323924090096007 -58.20796630500933; 0.18940046042560033 0.1936226079517877 0.18790112215725183 0.19204376500994946
0.5 0.3; 29.684101982449466 37.25891196917589 27.42072214507177 -59.49539177030239; 0.18695194991091674 0.19362119778270065 0.18750666438543373 0.1897146663631293
0.5 0.3; 29.584377595157573 37.29311282313708 27.78580290350016 -56.434391503356764; 0.18653999322546383 0.1936057372421476 0.18648664373951274 0.1896940501050979
0.5 0.3; 29.47522183314488 37.47503261745198 25.93767921209849 -56.38261862422383; 0.18645031420834374 0.1901456162152632 0.185126703412008 0.18640075697827768
0.5 0.3; 29.45099969071702 37.5494107144201 17.555407555328035 -56.335905825494976; 0.18639227933485503 0.19012368123578963 0.18512504217301223 0.18561533765891133
0.5 0.3; 29.319431989071948 37.37575000161186 13.722084397099767 -52.71900007149184; 0.1864196866615418 0.18961853769011583 0.18512714427580076 0.18554508211382703
0.5 0.3; 29.47587021499443 37.391890188120406 7.834084040122964 -52.708333095054904; 0.1864082925639445 0.18961849537626554 0.18510465005083943 0.18516173354294327
0.5 0.3; 29.43928987880358 37.41183381552708 7.551003073236328 -50.26740530406746; 0.1862150653286113 0.18961303908459276 0.1850894995235264 0.1852395778829198
0.5 0.3; 31.237703221902102 37.41267632168594 3.760881495583311 -50.26725376570544; 0.186323601416833 0.18887469791033032 0.18501265520204915 0.18517634951690878
0.5 0.3; 36.948921212201775 38.3890743235673 3.6880040360173085 -50.26189740413229; 0.18558991883751055 0.18694451189129843 0.18500073046975837 0.18835395250123546
0.5 0.3; 38.2796739316699 38.915912047968376 3.498179932247891 -47.93519562209141; 0.16877595445608085 0.187844521563739 0.18415943739961374 0.18795751997240193
0.5 0.3; 38.51588658764347 39.36885153358365 -0.4645721308191746 -44.02160436957424; 0.1688003910195512 0.18770455716939707 0.18431347920473298 0.18789579674986415
0.5 0.3; 40.62483804478166 40.910812481405046 -1.206773613722543 -40.7091375632652; 0.16591236798207562 0.18700436658086705 0.17321021070014528 0.1878772187054217
0.5 0.3; 39.70386921568958 40.934024151869835 -2.6998011962798785 -37.36178883219397; 0.16589895810262312 0.18908524997847934 0.17256853923397328 0.18556588928004134
