0.57 0.69; -146.56849531944084 -44.68636573400739 19.256295039568624 123.28330984027424; 0.147915484174163 0.1998246755162877 0.12143547584259531 0.17380554631800468
0.57 0.69; -146.56849531944084 -44.68636573400739 19.256295039568624 123.28330984027424; 0.14791677390132618 0.1998246755162877 0.12143547584259531 0.17380554631800468
0.57 0.69; -146.56753343612857 -44.68636573400739 19.256295039568624 123.28330984027424; 0.14791677390132618 0.1998246755162877 0.12143547584259531 0.17380554631800468
0.57 0.69; -146.56753343612857 -44.68636573400739 19.256295039568624 123.28330984027424; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17380554631800468
0.57 0.69; -146.56753343612857 -44.743661513520465 19.256295039568624 123.28330984027424; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17380554631800468
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 123.28330984027424; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17380554631800468
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 123.28330984027424; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 123.2260140607612; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 123.16871828124815; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 123.1114225017351; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 123.05412672222205; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 122.996830942709; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
0.57 0.69; -146.56753343612857 -44.78685306167072 19.256295039568624 122.93953516319594; 0.14791677390132618 0.19985496825035035 0.12143547584259531 0.17383266068075978
