0.5 0.1; 135.0 45.0 29.999999999999993 29.999999999999993; 0.1 0.1 0.1 0.1
0.5 0.1; 132.86226697451588 45.77269869052792 28.22712554173994 28.98077325271378; 0.10597135983606225 0.11706148881594042 0.10732989551701341 0.1160092794835065
0.5 0.1; 130.75892948989988 42.62807129623577 28.046225955480526 28.94253566694263; 0.11051530747123273 0.1172751026735929 0.10834316724776458 0.1203226864331824
0.5 0.1; 130.75954858378736 37.02038065311318 28.03267705527322 27.2019951021421; 0.11059825764388825 0.11731380088403279 0.10864875590793004 0.12034216809902064
0.5 0.1; 130.7493591480367 33.78422723778446 28.943226230750962 27.612047496861816; 0.11100621918282785 0.11718854198836451 0.10870954042331288 0.12002645959870901
0.5 0.1; 130.58648523323438 27.895857166134775 28.94119797276848 27.979492346566207; 0.1111349807546051 0.12283691448157956 0.10911496609126471 0.12160660999557207
0.5 0.1; 130.34183488745583 25.95461352162189 28.28986391546296 27.80212665289555; 0.11135838534221074 0.12284062606282113 0.10918748462220453 0.12673910637235114
0.5 0.1; 128.7929091620908 23.535527343835728 28.606430998303175 30.36670837334761; 0.11660212466269372 0.1263009788581299 0.10925229403016139 0.12662612513910113
0.5 0.1; 127.04095259544007 22.847709039092734 27.89125354262974 33.57818931789389; 0.11727931794620601 0.1269627299452362 0.10955323566563543 0.1269514066781872
0.5 0.1; 126.83117372362051 21.85437889532525 32.46122320722519 33.58819717254694; 0.11781063081325334 0.1313246999226752 0.11088628126279336 0.1261670844842405
0.5 0.1; 126.64145139881909 21.815036254029433 34.427494732641236 29.36521058151358; 0.11857860658513689 0.13347561449615886 0.1115509936276862 0.12646524970422934
0.5 0.1; 125.76421851606088 18.360900703685253 38.63613439758539 29.356397553263477; 0.11879784500684663 0.1335008391107916 0.11184042631300381 0.12647653177835694
0.5 0.1; 125.75312934819492 17.918749790650292 38.731811097941716 22.293241858129864; 0.1188670689181909 0.13538661684084785 0.11523943717586926 0.1275541424310569
0.5 0.1; 123.67025149972895 17.81565191980274 39.39994866757249 20.259698375987657; 0.11891638363143418 0.13571987207956557 0.11535553059667951 0.127608714805386
0.5 0.1; 123.10948365585352 17.368631884598763 40.15498626733434 17.09604553764622; 0.11909891054436574 0.1361755907760288 0.11536648930767623 0.1276668059970995
0.5 0.1; 121.63468609756279 15.265972772919893 40.160701426141266 17.06317643645418; 0.11915033242284015 0.1368669694513874 0.11536252456298456 0.12767113015774104
0.5 0.1; 118.79759009359213 14.788709532243033 43.77688110778231 16.740841074427976; 0.1219358519198165 0.1368747348773679 0.11537419025658875 0.12764854133817644
0.5 0.1; 118.72276967350832 13.085962795564953 46.0992614143957 15.155735135960574; 0.12193291326820427 0.13695361109743148 0.11582642758502709 0.12969123752318035
0.5 0.1; 118.67163615037424 13.085920405566496 50.48158363015978 15.148691766702541; 0.12191011028881714 0.13695361842749193 0.11582642592151683 0.12965680092476095
0.5 0.1; 118.1131181311876 12.080931985418715 57.303539561903534 15.178471329308124; 0.12375371130781185 0.13720049615579147 0.1166269257575825 0.12783953688117194
0.5 0.1; 118.07307007342227 10.584182036845709 58.21300471171151 14.883002436174174; 0.123598983943734 0.13729212296745832 0.11963415218455836 0.12806953398960927
0.5 0.1; 118.0581150205199 8.811629186067986 62.839593524862416 13.040623761670481; 0.12359572012351135 0.13729452151490223 0.11963419011986237 0.12808635386128847
0.5 0.1; 116.02429807666421 8.794613692025173 62.90907657909974 12.025239118463976; 0.12340790893410701 0.1388853993296438 0.12729635839939246 0.12782688555106078
