0.4 0.1; 90.0 59.999999999999986 29.999999999999993 29.999999999999993 -29.999999999999993; 0.1 0.1 0.1 0.1 0.1
0.4 0.1; 89.07700252446217 59.3406329477551 31.538639124878106 29.641154492542906 -29.25660334199259; 0.1010347784578787 0.10124528395016916 0.09999782285276262 0.09999764580495168 0.09987792946694211
0.4 0.1; 89.07660227398668 59.279290929730045 31.60000067673155 29.511419649704763 -24.852304951234196; 0.10111561531918299 0.1012385357097487 0.09998466647139885 0.0999976269849125 0.10025631633971889
0.4 0.1; 94.2453372424885 57.069232028792904 31.728649144866313 29.285225017978313 -23.4048312354693; 0.10453128189597914 0.10138740417020073 0.09998470099356732 0.10005529560262064 0.10017074360084824
0.4 0.1; 94.24578415680442 56.83892287515989 31.769452534044063 28.610369182677253 -17.702059978979864; 0.10447519872598106 0.10229159232906132 0.09999254601606865 0.10003024854652168 0.10048845313174201
0.4 0.1; 94.23470436828347 56.64334900958342 31.99062543179317 22.852359297647165 -17.29227047545131; 0.10149421923366632 0.1021379432447662 0.10001254740328165 0.10006712206363572 0.10121664942943821
0.4 0.1; 94.23517011753404 55.6508167009902 28.32359578945602 22.84176774309189 -16.656812681375545; 0.10149435786432241 0.10281938900591955 0.10001833813890122 0.10040372338321381 0.10126824020856229
0.4 0.1; 95.3486079155078 52.12117420948764 26.72003232956899 17.51686749397432 -16.656761508963555; 0.10132713769875461 0.10282189785818407 0.1006884921204294 0.10009748046808258 0.1017519679913957
0.4 0.1; 95.1920571858789 52.11015685540277 26.78293390236062 13.21198995697287 -10.916387041691522; 0.1014798442774279 0.10582970767030882 0.10070805303174432 0.10022086229213707 0.10176584644565871
0.4 0.1; 95.19163451306783 48.722593616475635 28.306950841963076 12.951398431056113 -5.300165610414794; 0.10458315815551533 0.10582887927470006 0.1006892126286742 0.10020317279450602 0.1017364586822278
0.4 0.1; 95.23158086906612 45.37689858476956 27.304600688643653 12.368848096912947 -3.4253804295703127; 0.1056650598606834 0.1062329739943428 0.10090487621172617 0.10020818994628901 0.10225652342920298
0.4 0.1; 95.04870232794063 40.768037818247215 23.89067068633616 12.013012491993457 -2.9998374974931865; 0.10559767732889008 0.10798667485881397 0.10090542957721887 0.09887950836266034 0.09603627879366376
