0.5 0.1; 135.0 45.0 29.999999999999993 29.999999999999993; 0.1 0.1 0.1 0.1
0.5 0.1; 129.12296376233434 45.55725470869812 29.63469110098825 33.54205483183696; 0.10589391489267254 0.13183747761262202 0.1329260040392923 0.10967536991863941
0.5 0.1; 110.22592019453633 45.10907026700782 41.51602060786514 31.633463339892494; 0.10820827616238154 0.13100684644628313 0.1341320236477924 0.10951804788727292
0.5 0.1; 107.2674950556622 46.647857860162844 42.8480735729184 25.564938515157515; 0.15251538716876828 0.13238469847154205 0.14092169659857778 0.1095825500268708
0.5 0.1; 107.18472840680177 43.919791940642355 42.84923721848471 20.813593459857508; 0.1529170000048035 0.1324370699123091 0.143138187288326 0.10961355688784681
0.5 0.1; 107.14482438408939 43.919179362309244 42.32194182026328 4.602767436173731; 0.1529299608144703 0.14823548473354667 0.14314308500704706 0.11057429740214457
0.5 0.1; 99.05863545180982 44.519252442721225 40.87589825905403 1.09217066255169; 0.1466055976974664 0.14849367346561973 0.14309891908902564 0.1104867342833707
0.5 0.1; 97.38757133489469 67.97881410063655 40.14445681875458 -4.50403611028037; 0.14667956202663948 0.1485961286145442 0.14347327630020912 0.11223816933203472
0.5 0.1; 94.2179631475607 68.36103495220229 30.70912537878564 -4.642633280124194; 0.1472753126576444 0.15048309453317343 0.14166120261376597 0.12613207462896825
0.5 0.1; 94.21734562585159 69.00932904519115 30.225414451858235 -10.855898494947438; 0.14925171462364165 0.15048285891833027 0.14156481229987547 0.12585836750374366
0.5 0.1; 93.80982377063023 74.62139917337316 28.14804872410212 -23.281888157993148; 0.14922223143521987 0.15077405574375685 0.14408443232289003 0.12589321424363195
0.5 0.1; 85.43076246781567 76.3568807332286 26.504326716604275 -24.082385787131784; 0.1506390103496782 0.14942395610946138 0.14462436466310458 0.12587519402695305
0.5 0.1; 85.31612876671188 82.37221305384998 20.86505400133243 -25.577536547509606; 0.15061473173400916 0.14947842664738728 0.14185051688000083 0.1246142817964915
0.5 0.1; 85.04969809111859 109.3575423978646 14.89429300945858 -25.400455121126303; 0.15064003740828605 0.1495245844497344 0.14536698000236212 0.1246415229470364
0.5 0.1; 64.86724113521439 108.94650483781938 5.64851639829388 -25.41537741498818; 0.15765692466918282 0.14702183081012404 0.15073736348348196 0.1314044640057743
0.5 0.1; 64.11897142506734 113.02255430222553 7.144870409830001 -22.33808278706358; 0.15765658217321069 0.1423144091353479 0.150919775996948 0.1337147869858226
0.5 0.1; 63.70867117608204 117.76909128977046 6.183630697920182 -43.72947203353773; 0.15507613893800587 0.14243080678109982 0.14956852501741244 0.14472703939961876
0.5 0.1; 63.592852553985594 117.7547922335617 6.157535494621389 -63.5654469993933; 0.14756708678423164 0.1425092859357178 0.15383687235173388 0.14470577870706913
0.5 0.1; 59.38047221212234 116.29016107626165 4.588422030809005 -83.55863402068555; 0.1357193869202054 0.15069708803467588 0.18341580067836588 0.139749865972371
0.5 0.1; 57.476606100061375 117.16051981596162 -6.161248448241344 -84.60810806100123; 0.1356630197631236 0.15238765239110255 0.18265681195140115 0.13870663705039443
0.5 0.1; 54.02699459505656 117.48802886813526 -6.93050951288956 -104.83417013094827; 0.13568424134115745 0.15021605033755311 0.18118631658089174 0.1386848457117294
0.5 0.1; 62.31455968325681 117.52852340967199 -0.8510800269889848 -105.1504784239123; 0.1433142595976678 0.1478980333382613 0.18046501240049 0.1428173448059887
0.5 0.1; 62.33288479321384 123.28196727594639 -13.131121974428728 -121.07087814039153; 0.14009812253333295 0.15720011020619384 0.181324221906613 0.17232122744919945
0.5 0.1; 60.13612437862775 124.12038313713093 -27.12062887476786 -135.55863223177073; 0.14633896460297716 0.15723602371192213 0.17003974856684118 0.13645264454946857
0.5 0.1; 37.04613348837426 120.59816926513632 -24.55922995188445 -135.90950560442496; 0.15234241440824942 0.14943690843904925 0.16916321123640501 0.13284312261689377
0.5 0.1; 36.93919088663027 122.936312365354 -29.503047902416956 -123.47773867137624; 0.15649075223559056 0.14508545592636465 0.17365245758166808 0.1288337783553944
0.5 0.1; 32.09678052083441 120.68430189813411 -39.63724689638807 -125.4644709391515; 0.1549034868606653 0.14515468064805118 0.1566579109468265 0.13291719286374645
