0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.2 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.199 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.198 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.197 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.196 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.195 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.194 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.193 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.192 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.191 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19 0.2 0.2 0.2
0.5 0.3; 29.999999999999993 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.2 0.2 0.2
0.5 0.3; 30.05729577951307 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.2 0.2 0.2
0.5 0.3; 30.114591559026145 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.2 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.2 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.199 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.198 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.197 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.196 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.195 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.194 0.2 0.2
0.5 0.3; 30.160814187403748 29.999999999999993 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.942704220486913 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.885408440973837 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.82811266146076 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.770816881947688 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.713521102434612 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.656225322921536 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.59892954340846 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.541633763895383 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.48433798438231 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.42704220486923 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.369746425356155 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.31245064584308 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.255154866330003 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.197859086816926 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.140563307303854 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.083267527790778 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 29.025971748277698 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 28.96867596876462 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 28.911380189251545 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 28.85408440973847 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 28.833309293087954 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.2 0.2
0.5 0.3; 30.160814187403748 28.833309293087954 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.199 0.2
0.5 0.3; 30.160814187403748 28.833309293087954 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.198 0.2
0.5 0.3; 30.160814187403748 28.833309293087954 29.999999999999993 -59.999999999999986; 0.19051886063899945 0.19432979338236653 0.197 0.2
