0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.18 0.18 0.18 0.18
0.645 0.5; -119.96518631242041 26.63731836592119 45.28354597880121 46.175102483593314; 0.17214221571863542 0.163310731078113 0.15918634756066624 0.17375898484173738
0.645 0.5; -120.11307521982089 25.035292054413034 45.280990113733765 50.26860710930115; 0.17179572893736805 0.14997577911882895 0.15261461851420388 0.17366295628518313
0.645 0.5; -126.94211407658848 25.04105612462736 44.06784948098806 50.39820565534278; 0.16762738472213054 0.1473093549775889 0.15260473458865215 0.1719272685364448
0.645 0.5; -130.97770975206578 25.04131053644936 39.7972594729098 50.39070062100517; 0.16728456160505914 0.14618406241505436 0.14714938428080251 0.1719134065447888
0.645 0.5; -132.48186006920574 25.02288231471303 39.738642252596954 48.84627197355496; 0.1672825365035677 0.14605861794472788 0.1468822825272066 0.17040408421820208
0.645 0.5; -134.52308998871166 24.053201080965284 39.73815228628452 48.8457555857798; 0.16601737480408185 0.14897417144878194 0.14689333252788475 0.170389938074417
0.645 0.5; -134.89346033595254 23.843779005380608 33.184639389507616 48.83898844346129; 0.16542167163928026 0.14905845602620182 0.1464656244268792 0.1694977391235531
0.645 0.5; -137.66978392464557 24.471907621087055 33.086686204690174 48.97953287089825; 0.16493330489670324 0.14890998888566767 0.14637384971561365 0.16942435471994724
0.645 0.5; -139.2992227984233 29.16122086539675 32.84998016349528 49.04910273109747; 0.16434933697045165 0.14890372033318702 0.14642727630903657 0.16880861887698534
0.645 0.5; -147.8611423255585 29.162161660068083 32.84371197236394 49.06413952718867; 0.16434928724429834 0.1489020507628535 0.14625878909702295 0.16827001994278742
0.645 0.5; -147.91209157699782 30.158356480610127 27.650943094009918 49.06857721132666; 0.16405580206684534 0.14886859732817628 0.14626199849609547 0.16798097469698783
0.645 0.5; -147.9251912737884 30.330062948649275 26.970841952477908 45.331898450249305; 0.16405524482027412 0.14882929503345607 0.14604845360642207 0.16797791453374858
0.645 0.5; -148.33692413193612 30.32522988280146 24.738768939533287 45.25295633230905; 0.16395792963368447 0.14882179592260372 0.14601565959186302 0.16797783692442117
