0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.18 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.179 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.178 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.177 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.176 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.175 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.174 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.173 0.18 0.18 0.18
0.645 0.5; -119.99999999999997 29.999999999999993 45.0 45.0; 0.17385778428136456 0.18 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.18 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.179 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.178 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.177 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.176 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.175 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.174 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.173 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.172 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.17099999999999999 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.16999999999999998 0.18 0.18
0.645 0.5; -119.96518631242041 29.999999999999993 45.0 45.0; 0.17385778428136456 0.16899999999999998 0.18 0.18
